subject,band,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf008,0,DMN,-10.0,-8,-0.03142692244670999,2,684
dmnelf008,0,DMN,-8.0,-7,-0.028888954156928555,2,686
dmnelf008,0,DMN,-6.0,-5,0.0016673469440874312,2,690
dmnelf008,0,DMN,-4.0,-3,-0.012846457304130032,2,694
dmnelf008,0,DMN,-2.0,-2,-0.049538636572011865,2,696
dmnelf008,0,DMN,0.0,0,-0.1657070042253201,2,700
dmnelf008,0,DMN,2.0,2,-0.03559622388684023,2,696
dmnelf008,0,DMN,4.0,3,-0.07028191811102392,2,694
dmnelf008,0,DMN,6.0,5,-0.08562553674946585,2,690
dmnelf008,0,DMN,8.0,7,-0.013796644648932101,2,686
dmnelf008,0,DMN,10.0,8,-0.016811378827514906,2,684
dmnelf008,0,CEN,-10.0,-8,-0.02598812532248693,2,684
dmnelf008,0,CEN,-8.0,-7,-0.013084570147485049,2,686
dmnelf008,0,CEN,-6.0,-5,-0.0023635467241668435,2,690
dmnelf008,0,CEN,-4.0,-3,-0.003903068787950634,2,694
dmnelf008,0,CEN,-2.0,-2,0.0009208073700399782,2,696
dmnelf008,0,CEN,0.0,0,0.00358675858946197,2,700
dmnelf008,0,CEN,2.0,2,0.05756036921788483,2,696
dmnelf008,0,CEN,4.0,3,0.09521627269253928,2,694
dmnelf008,0,CEN,6.0,5,0.11901921488526247,2,690
dmnelf008,0,CEN,8.0,7,0.15436119750366062,2,686
dmnelf008,0,CEN,10.0,8,0.16379883419125424,2,684
dmnelf008,1,DMN,-10.0,-8,-0.05946137992980717,2,684
dmnelf008,1,DMN,-8.0,-7,-0.03522793103734228,2,686
dmnelf008,1,DMN,-6.0,-5,-0.010031188569887018,2,690
dmnelf008,1,DMN,-4.0,-3,-0.0012890018499771862,2,694
dmnelf008,1,DMN,-2.0,-2,-0.042663083777910865,2,696
dmnelf008,1,DMN,0.0,0,-0.0949458237634604,2,700
dmnelf008,1,DMN,2.0,2,-0.026391632196867895,2,696
dmnelf008,1,DMN,4.0,3,-0.05347047431283976,2,694
dmnelf008,1,DMN,6.0,5,-0.08673691050446869,2,690
dmnelf008,1,DMN,8.0,7,-0.025757724639563502,2,686
dmnelf008,1,DMN,10.0,8,-0.06528013107911344,2,684
dmnelf008,1,CEN,-10.0,-8,0.015564232991907288,2,684
dmnelf008,1,CEN,-8.0,-7,0.01826800021704519,2,686
dmnelf008,1,CEN,-6.0,-5,0.04730369784274019,2,690
dmnelf008,1,CEN,-4.0,-3,0.06422343513663767,2,694
dmnelf008,1,CEN,-2.0,-2,0.04397481041819636,2,696
dmnelf008,1,CEN,0.0,0,0.034815347524082406,2,700
dmnelf008,1,CEN,2.0,2,0.08802513088354944,2,696
dmnelf008,1,CEN,4.0,3,0.09861015072081326,2,694
dmnelf008,1,CEN,6.0,5,0.09824002566215027,2,690
dmnelf008,1,CEN,8.0,7,0.12291982652978899,2,686
dmnelf008,1,CEN,10.0,8,0.11722757712756601,2,684
dmnelf008,2,DMN,-10.0,-8,-0.00844624315217742,2,684
dmnelf008,2,DMN,-8.0,-7,-0.02390169844306409,2,686
dmnelf008,2,DMN,-6.0,-5,-0.034543914677671234,2,690
dmnelf008,2,DMN,-4.0,-3,-0.01692101050016655,2,694
dmnelf008,2,DMN,-2.0,-2,-0.019599975086892887,2,696
dmnelf008,2,DMN,0.0,0,-0.04088986908232228,2,700
dmnelf008,2,DMN,2.0,2,0.00038330601510533986,2,696
dmnelf008,2,DMN,4.0,3,-0.021436393241309634,2,694
dmnelf008,2,DMN,6.0,5,-0.08803903246155902,2,690
dmnelf008,2,DMN,8.0,7,-0.010857120582547971,2,686
dmnelf008,2,DMN,10.0,8,-0.04748231628171058,2,684
dmnelf008,2,CEN,-10.0,-8,-0.026648446139374952,2,684
dmnelf008,2,CEN,-8.0,-7,-0.01845203422523816,2,686
dmnelf008,2,CEN,-6.0,-5,-0.007118083262521809,2,690
dmnelf008,2,CEN,-4.0,-3,-0.00039359426202678784,2,694
dmnelf008,2,CEN,-2.0,-2,-0.015326409304222846,2,696
dmnelf008,2,CEN,0.0,0,-0.017284021549680013,2,700
dmnelf008,2,CEN,2.0,2,0.054267759973580236,2,696
dmnelf008,2,CEN,4.0,3,0.055979318891492956,2,694
dmnelf008,2,CEN,6.0,5,0.04875882492174599,2,690
dmnelf008,2,CEN,8.0,7,0.08716010982192438,2,686
dmnelf008,2,CEN,10.0,8,0.08565574059784298,2,684
dmnelf008,3,DMN,-10.0,-8,0.001257194831224293,2,684
dmnelf008,3,DMN,-8.0,-7,-0.005959495807117236,2,686
dmnelf008,3,DMN,-6.0,-5,-0.048430649314878456,2,690
dmnelf008,3,DMN,-4.0,-3,-0.007214301854093044,2,694
dmnelf008,3,DMN,-2.0,-2,-0.023314689771850625,2,696
dmnelf008,3,DMN,0.0,0,-0.01484644620295577,2,700
dmnelf008,3,DMN,2.0,2,0.0059083073839170785,2,696
dmnelf008,3,DMN,4.0,3,-0.02123838092938925,2,694
dmnelf008,3,DMN,6.0,5,-0.09640756725620031,2,690
dmnelf008,3,DMN,8.0,7,-0.03683678063243331,2,686
dmnelf008,3,DMN,10.0,8,-0.07135372849278225,2,684
dmnelf008,3,CEN,-10.0,-8,-0.04125007167371102,2,684
dmnelf008,3,CEN,-8.0,-7,-0.023733914407242748,2,686
dmnelf008,3,CEN,-6.0,-5,-0.0015492509387568384,2,690
dmnelf008,3,CEN,-4.0,-3,0.02955299469061465,2,694
dmnelf008,3,CEN,-2.0,-2,0.015474121729105476,2,696
dmnelf008,3,CEN,0.0,0,0.013153235220079171,2,700
dmnelf008,3,CEN,2.0,2,0.09871999549319622,2,696
dmnelf008,3,CEN,4.0,3,0.10573893536950259,2,694
dmnelf008,3,CEN,6.0,5,0.08402533049394492,2,690
dmnelf008,3,CEN,8.0,7,0.10686583348919527,2,686
dmnelf008,3,CEN,10.0,8,0.09538902636727271,2,684
dmnelf008,4,DMN,-10.0,-8,-0.010008369172801108,2,684
dmnelf008,4,DMN,-8.0,-7,-0.005630227636101286,2,686
dmnelf008,4,DMN,-6.0,-5,-0.04373989521597084,2,690
dmnelf008,4,DMN,-4.0,-3,-0.00777938301033468,2,694
dmnelf008,4,DMN,-2.0,-2,-0.06003804760799265,2,696
dmnelf008,4,DMN,0.0,0,0.010678607530877088,2,700
dmnelf008,4,DMN,2.0,2,-0.013670769091490833,2,696
dmnelf008,4,DMN,4.0,3,-0.048610901622457514,2,694
dmnelf008,4,DMN,6.0,5,-0.05531850931759875,2,690
dmnelf008,4,DMN,8.0,7,-0.036640166694444865,2,686
dmnelf008,4,DMN,10.0,8,-0.06611598505067844,2,684
dmnelf008,4,CEN,-10.0,-8,-0.031960808246324725,2,684
dmnelf008,4,CEN,-8.0,-7,-0.006370291660915065,2,686
dmnelf008,4,CEN,-6.0,-5,0.024605075114687572,2,690
dmnelf008,4,CEN,-4.0,-3,0.03672784085312606,2,694
dmnelf008,4,CEN,-2.0,-2,0.026044277224810577,2,696
dmnelf008,4,CEN,0.0,0,0.006710906521674284,2,700
dmnelf008,4,CEN,2.0,2,0.09166697501747036,2,696
dmnelf008,4,CEN,4.0,3,0.0879614492487958,2,694
dmnelf008,4,CEN,6.0,5,0.07516891632173985,2,690
dmnelf008,4,CEN,8.0,7,0.09733044838535253,2,686
dmnelf008,4,CEN,10.0,8,0.09529099024813006,2,684
dmnelf008,5,DMN,-10.0,-8,0.0031422706147625273,2,684
dmnelf008,5,DMN,-8.0,-7,-0.06175653597731745,2,686
dmnelf008,5,DMN,-6.0,-5,-0.07138635494612794,2,690
dmnelf008,5,DMN,-4.0,-3,-0.09665069059341716,2,694
dmnelf008,5,DMN,-2.0,-2,-0.07698455066641,2,696
dmnelf008,5,DMN,0.0,0,0.01712768700413369,2,700
dmnelf008,5,DMN,2.0,2,-0.005908881295709091,2,696
dmnelf008,5,DMN,4.0,3,0.0037407092251649766,2,694
dmnelf008,5,DMN,6.0,5,-0.016619821154966706,2,690
dmnelf008,5,DMN,8.0,7,-0.044674229962097856,2,686
dmnelf008,5,DMN,10.0,8,-0.09157259227483842,2,684
dmnelf008,5,CEN,-10.0,-8,0.028493588537363605,2,684
dmnelf008,5,CEN,-8.0,-7,0.06229475341949605,2,686
dmnelf008,5,CEN,-6.0,-5,0.09906759552971073,2,690
dmnelf008,5,CEN,-4.0,-3,0.09104223625048213,2,694
dmnelf008,5,CEN,-2.0,-2,0.0879340555511654,2,696
dmnelf008,5,CEN,0.0,0,0.12190106707096299,2,700
dmnelf008,5,CEN,2.0,2,0.1809436367984479,2,696
dmnelf008,5,CEN,4.0,3,0.19017704855216427,2,694
dmnelf008,5,CEN,6.0,5,0.1676170028181315,2,690
dmnelf008,5,CEN,8.0,7,0.18402796865362836,2,686
dmnelf008,5,CEN,10.0,8,0.17887506305769912,2,684
dmnelf008,6,DMN,-10.0,-8,-0.02058900917065541,2,684
dmnelf008,6,DMN,-8.0,-7,-0.04836494896648141,2,686
dmnelf008,6,DMN,-6.0,-5,-0.06834334367100911,2,690
dmnelf008,6,DMN,-4.0,-3,-0.12738588089128064,2,694
dmnelf008,6,DMN,-2.0,-2,-0.07689323943213318,2,696
dmnelf008,6,DMN,0.0,0,0.15200553954618176,2,700
dmnelf008,6,DMN,2.0,2,0.07908783850011722,2,696
dmnelf008,6,DMN,4.0,3,0.07130969450318583,2,694
dmnelf008,6,DMN,6.0,5,-0.022794295864000853,2,690
dmnelf008,6,DMN,8.0,7,-0.05671825789775161,2,686
dmnelf008,6,DMN,10.0,8,-0.06841772534571179,2,684
dmnelf008,6,CEN,-10.0,-8,-0.017801183502847675,2,684
dmnelf008,6,CEN,-8.0,-7,-0.004715584611553048,2,686
dmnelf008,6,CEN,-6.0,-5,0.03899425478769511,2,690
dmnelf008,6,CEN,-4.0,-3,0.06609113056990669,2,694
dmnelf008,6,CEN,-2.0,-2,0.09595526111624533,2,696
dmnelf008,6,CEN,0.0,0,0.26614913658791167,2,700
dmnelf008,6,CEN,2.0,2,0.2631646714890031,2,696
dmnelf008,6,CEN,4.0,3,0.2824931301924538,2,694
dmnelf008,6,CEN,6.0,5,0.24509132110713258,2,690
dmnelf008,6,CEN,8.0,7,0.25662623683713065,2,686
dmnelf008,6,CEN,10.0,8,0.24158332863769613,2,684
dmnelf008,7,DMN,-10.0,-8,-0.06112233761076264,2,684
dmnelf008,7,DMN,-8.0,-7,-0.05607106884155965,2,686
dmnelf008,7,DMN,-6.0,-5,-0.051460088990437455,2,690
dmnelf008,7,DMN,-4.0,-3,-0.08645233216495811,2,694
dmnelf008,7,DMN,-2.0,-2,-0.0537221514057145,2,696
dmnelf008,7,DMN,0.0,0,0.19802566710422434,2,700
dmnelf008,7,DMN,2.0,2,0.10409946586713684,2,696
dmnelf008,7,DMN,4.0,3,0.06088015250300764,2,694
dmnelf008,7,DMN,6.0,5,-0.03274278047024459,2,690
dmnelf008,7,DMN,8.0,7,-0.05300381022267449,2,686
dmnelf008,7,DMN,10.0,8,-0.06771085080959968,2,684
dmnelf008,7,CEN,-10.0,-8,-0.03204365248944106,2,684
dmnelf008,7,CEN,-8.0,-7,-0.03455131482629351,2,686
dmnelf008,7,CEN,-6.0,-5,0.001448450092015405,2,690
dmnelf008,7,CEN,-4.0,-3,0.001860621940436888,2,694
dmnelf008,7,CEN,-2.0,-2,0.031929744614135405,2,696
dmnelf008,7,CEN,0.0,0,0.17248069475988909,2,700
dmnelf008,7,CEN,2.0,2,0.1378411846163938,2,696
dmnelf008,7,CEN,4.0,3,0.17125841916592857,2,694
dmnelf008,7,CEN,6.0,5,0.10680749961866312,2,690
dmnelf008,7,CEN,8.0,7,0.13272571821244972,2,686
dmnelf008,7,CEN,10.0,8,0.11880543397876822,2,684
dmnelf008,8,DMN,-10.0,-8,-0.050498708004556185,2,684
dmnelf008,8,DMN,-8.0,-7,-0.01029018721347064,2,686
dmnelf008,8,DMN,-6.0,-5,-0.024911937851925796,2,690
dmnelf008,8,DMN,-4.0,-3,-0.0336757092752907,2,694
dmnelf008,8,DMN,-2.0,-2,-0.03446757671488311,2,696
dmnelf008,8,DMN,0.0,0,0.33453542771156425,2,700
dmnelf008,8,DMN,2.0,2,0.1780153889634745,2,696
dmnelf008,8,DMN,4.0,3,0.11227103335561374,2,694
dmnelf008,8,DMN,6.0,5,0.04615235752771434,2,690
dmnelf008,8,DMN,8.0,7,-0.008496883537956263,2,686
dmnelf008,8,DMN,10.0,8,-0.023618514691615026,2,684
dmnelf008,8,CEN,-10.0,-8,-0.06114987870083382,2,684
dmnelf008,8,CEN,-8.0,-7,-0.07065674940993365,2,686
