subject,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf012,DMN,-10.0,-8,0.036520256719406924,2,684
dmnelf012,DMN,-8.0,-7,0.03047212420809752,2,686
dmnelf012,DMN,-6.0,-5,-0.015060504775892603,2,690
dmnelf012,DMN,-4.0,-3,-0.0065460072095071134,2,694
dmnelf012,DMN,-2.0,-2,-0.0273185264057018,2,696
dmnelf012,DMN,0.0,0,-0.011217543826842912,2,700
dmnelf012,DMN,2.0,2,0.006142922259412067,2,696
dmnelf012,DMN,4.0,3,0.011157224386148452,2,694
dmnelf012,DMN,6.0,5,-0.007416913385825325,2,690
dmnelf012,DMN,8.0,7,-0.022662736202471712,2,686
dmnelf012,DMN,10.0,8,-0.020885104221272925,2,684
dmnelf012,CEN,-10.0,-8,0.027632143248897872,2,684
dmnelf012,CEN,-8.0,-7,0.04181830533572667,2,686
dmnelf012,CEN,-6.0,-5,0.03307651359722961,2,690
dmnelf012,CEN,-4.0,-3,0.06836398088334864,2,694
dmnelf012,CEN,-2.0,-2,0.051338146497333016,2,696
dmnelf012,CEN,0.0,0,0.06388119697766294,2,700
dmnelf012,CEN,2.0,2,0.049152872595312494,2,696
dmnelf012,CEN,4.0,3,0.027794678147269877,2,694
dmnelf012,CEN,6.0,5,-0.030552143326049493,2,690
dmnelf012,CEN,8.0,7,-0.044168746858919306,2,686
dmnelf012,CEN,10.0,8,-0.03230757077019498,2,684
