subject,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf011,DMN,-10.0,-8,-0.004024196738899632,2,684
dmnelf011,DMN,-8.0,-7,0.016638690658710015,2,686
dmnelf011,DMN,-6.0,-5,-0.010000974769585764,2,690
dmnelf011,DMN,-4.0,-3,-0.0025364707727293947,2,694
dmnelf011,DMN,-2.0,-2,-0.0036959024793699288,2,696
dmnelf011,DMN,0.0,0,0.011214106879785026,2,700
dmnelf011,DMN,2.0,2,0.0017114843532322636,2,696
dmnelf011,DMN,4.0,3,-0.006184970082139449,2,694
dmnelf011,DMN,6.0,5,-0.00324739340062559,2,690
dmnelf011,DMN,8.0,7,-0.0006672195532452272,2,686
dmnelf011,DMN,10.0,8,-0.015006960310346262,2,684
dmnelf011,CEN,-10.0,-8,-0.04422054066411031,2,684
dmnelf011,CEN,-8.0,-7,-0.0037120730687309864,2,686
dmnelf011,CEN,-6.0,-5,0.007539805821560637,2,690
dmnelf011,CEN,-4.0,-3,0.020881114545980906,2,694
dmnelf011,CEN,-2.0,-2,0.01007818621624744,2,696
dmnelf011,CEN,0.0,0,0.027788271210456846,2,700
dmnelf011,CEN,2.0,2,0.03078959919922149,2,696
dmnelf011,CEN,4.0,3,0.029543709778323757,2,694
dmnelf011,CEN,6.0,5,0.021042691976034512,2,690
dmnelf011,CEN,8.0,7,0.02048627146264619,2,686
dmnelf011,CEN,10.0,8,0.023447661047843415,2,684
