subject,region,lag_sec,lag_tr,r,n_runs,n_tr_total
dmnelf007,DMN,-10.0,-8,0.07182920274064862,2,684
dmnelf007,DMN,-8.0,-7,0.0721021447263551,2,686
dmnelf007,DMN,-6.0,-5,0.05453426800521993,2,690
dmnelf007,DMN,-4.0,-3,-0.004606508787853906,2,694
dmnelf007,DMN,-2.0,-2,-0.06678309537480828,2,696
dmnelf007,DMN,0.0,0,-0.10686093530268369,2,700
dmnelf007,DMN,2.0,2,-0.09775500431586448,2,696
dmnelf007,DMN,4.0,3,-0.08652010971292234,2,694
dmnelf007,DMN,6.0,5,-0.09770856357141124,2,690
dmnelf007,DMN,8.0,7,-0.06614813636918332,2,686
dmnelf007,DMN,10.0,8,-0.04511110790245595,2,684
dmnelf007,CEN,-10.0,-8,0.04543371933704235,2,684
dmnelf007,CEN,-8.0,-7,0.06852658576127461,2,686
dmnelf007,CEN,-6.0,-5,0.03677891890808195,2,690
dmnelf007,CEN,-4.0,-3,-0.032692415345276435,2,694
dmnelf007,CEN,-2.0,-2,-0.08012741774176399,2,696
dmnelf007,CEN,0.0,0,-0.12272404805347659,2,700
dmnelf007,CEN,2.0,2,-0.1330143650535892,2,696
dmnelf007,CEN,4.0,3,-0.11523685019153103,2,694
dmnelf007,CEN,6.0,5,-0.09262633830758568,2,690
dmnelf007,CEN,8.0,7,-0.032950533730942116,2,686
dmnelf007,CEN,10.0,8,-0.01146281836910096,2,684
