cohort,subject,target,method,electrode,n_trs,r
rtBPD,rtbpd013,VIS,HRF,Oz,750,0.2370004246641408
rtBPD,rtbpd015,VIS,HRF,Oz,750,0.015758954698442323
rtBPD,rtbpd018,VIS,HRF,Oz,750,0.19036394393852274
rtBPD,rtbpd020,VIS,HRF,Oz,750,0.4712693504925591
rtBPD,rtbpd021,VIS,HRF,Oz,750,0.07504604488608806
rtBPD,rtbpd022,VIS,HRF,Oz,600,0.07108561161054411
rtBPD,rtbpd024,VIS,HRF,Oz,750,0.08730327563672206
rtBPD,rtbpd026,VIS,HRF,Oz,750,0.23030673865185736
rtBPD,rtbpd030,VIS,HRF,Oz,750,0.27286493003984735
rtBPD,rtbpd034,VIS,HRF,Oz,750,0.16657217313124162
rtBPD,rtbpd038,VIS,HRF,Oz,750,0.030554546017973506
rtBPD,rtbpd040,VIS,HRF,Oz,750,0.07569387269917015
rtBPD,rtbpd002,VIS,TA,Oz,750,-0.1437011820702256
rtBPD,rtbpd003,VIS,TA,Oz,750,0.028614800516451974
rtBPD,rtbpd004,VIS,TA,Oz,600,-0.0011036157202981595
rtBPD,rtbpd009,VIS,TA,Oz,750,-0.13997336161152965
rtBPD,rtbpd010,VIS,TA,Oz,750,0.08050197992616098
rtBPD,rtbpd011,VIS,TA,Oz,750,0.08618047701320586
rtBPD,rtbpd012,VIS,TA,Oz,750,-0.012019047588386081
rtBPD,rtbpd013,VIS,TA,Oz,750,-0.0952542702385403
rtBPD,rtbpd015,VIS,TA,Oz,750,-0.049003969680732895
rtBPD,rtbpd018,VIS,TA,Oz,750,-0.13947709659859278
rtBPD,rtbpd020,VIS,TA,Oz,750,-0.31563691385399345
rtBPD,rtbpd021,VIS,TA,Oz,750,0.10880629501114673
rtBPD,rtbpd022,VIS,TA,Oz,600,0.14686315899815253
rtBPD,rtbpd024,VIS,TA,Oz,750,0.0014808127470375102
rtBPD,rtbpd026,VIS,TA,Oz,750,0.10414409877691491
rtBPD,rtbpd030,VIS,TA,Oz,750,-0.0853066289327941
rtBPD,rtbpd034,VIS,TA,Oz,750,-0.24046968046627648
rtBPD,rtbpd038,VIS,TA,Oz,750,-0.043605408715587914
rtBPD,rtbpd040,VIS,TA,Oz,750,-0.02471579474601067
