subject,target,ttype,mode,window,r
rtbpd027,CEN,orig,best,fb,-0.04190716391145025
rtbpd027,CEN,orig,frontal,fb,0.05917267976221647
rtbpd027,CEN,orig,all,fb,0.1950894160421471
rtbpd027,CEN,orig,epoc,fb,0.12042477616950602
rtbpd027,CEN,orig,epoc_afproxy,fb,0.11389726676877715
rtbpd027,DMN,orig,best,fb,-0.01347646308418583
rtbpd027,DMN,orig,frontal,fb,0.004105486266288375
rtbpd027,DMN,orig,all,fb,0.04923348704282126
rtbpd027,DMN,orig,epoc,fb,0.08427040959903448
rtbpd027,DMN,orig,epoc_afproxy,fb,0.0564871325987233
rtbpd027,PDA,orig,best,fb,0.2441647252225456
rtbpd027,PDA,orig,frontal,fb,0.19213822594950175
rtbpd027,PDA,orig,all,fb,0.3340256962186298
rtbpd027,PDA,orig,epoc,fb,0.2497298733138085
rtbpd027,PDA,orig,epoc_afproxy,fb,0.23156485063379256
rtbpd027,CEN,clean,best,fb,-0.07959972068312343
rtbpd027,CEN,clean,frontal,fb,-0.14375069480029062
rtbpd027,CEN,clean,all,fb,-0.12921516561098853
rtbpd027,CEN,clean,epoc,fb,-0.14623792822987128
rtbpd027,CEN,clean,epoc_afproxy,fb,-0.1598734894278048
rtbpd027,DMN,clean,best,fb,-0.029746764376268404
rtbpd027,DMN,clean,frontal,fb,-0.06376106550920092
rtbpd027,DMN,clean,all,fb,-0.019277914456315045
rtbpd027,DMN,clean,epoc,fb,-0.04385696066802167
rtbpd027,DMN,clean,epoc_afproxy,fb,-0.043207297384515835
rtbpd027,PDA,clean,best,fb,-0.09162742589590613
rtbpd027,PDA,clean,frontal,fb,-0.17950765642942015
rtbpd027,PDA,clean,all,fb,-0.10029152873068294
rtbpd027,PDA,clean,epoc,fb,-0.1376510200497397
rtbpd027,PDA,clean,epoc_afproxy,fb,-0.15168600815515967
