subject,target,ttype,mode,window,r
rtbpd028,CEN,orig,best,fb,0.21006779087850902
rtbpd028,CEN,orig,frontal,fb,0.3080751474797392
rtbpd028,CEN,orig,all,fb,0.26310386384810686
rtbpd028,CEN,orig,epoc,fb,0.15723947626928675
rtbpd028,CEN,orig,epoc_afproxy,fb,0.1921594918869231
rtbpd028,DMN,orig,best,fb,0.459580363395811
rtbpd028,DMN,orig,frontal,fb,0.4976241887333387
rtbpd028,DMN,orig,all,fb,0.44792283590434107
rtbpd028,DMN,orig,epoc,fb,0.38234461660586333
rtbpd028,DMN,orig,epoc_afproxy,fb,0.4600106774526277
rtbpd028,PDA,orig,best,fb,0.2737553218416985
rtbpd028,PDA,orig,frontal,fb,0.18586633156294258
rtbpd028,PDA,orig,all,fb,0.20616500031573814
rtbpd028,PDA,orig,epoc,fb,0.19132874669707609
rtbpd028,PDA,orig,epoc_afproxy,fb,0.16983508788650653
rtbpd028,CEN,clean,best,fb,0.08602949645770551
rtbpd028,CEN,clean,frontal,fb,0.056044429305123544
rtbpd028,CEN,clean,all,fb,0.0767877051452788
rtbpd028,CEN,clean,epoc,fb,0.09306459283519797
rtbpd028,CEN,clean,epoc_afproxy,fb,0.09049591283849909
rtbpd028,DMN,clean,best,fb,0.14195475890539094
rtbpd028,DMN,clean,frontal,fb,0.054398467428090166
rtbpd028,DMN,clean,all,fb,0.16149670767044128
rtbpd028,DMN,clean,epoc,fb,-0.005702189429396112
rtbpd028,DMN,clean,epoc_afproxy,fb,0.025198968487740635
rtbpd028,PDA,clean,best,fb,0.3177479096919954
rtbpd028,PDA,clean,frontal,fb,0.03302959087966446
rtbpd028,PDA,clean,all,fb,0.1801041925157882
rtbpd028,PDA,clean,epoc,fb,0.18630557593818936
rtbpd028,PDA,clean,epoc_afproxy,fb,0.08655867663911251
