subject,target,ttype,mode,window,r
rtbpd003,CEN,orig,best,fb,0.5347738156526481
rtbpd003,CEN,orig,frontal,fb,0.3850946404637273
rtbpd003,CEN,orig,all,fb,0.40364618189282075
rtbpd003,CEN,orig,epoc,fb,0.35900806005401376
rtbpd003,CEN,orig,epoc_afproxy,fb,0.35476752822228935
rtbpd003,DMN,orig,best,fb,0.40786520289462813
rtbpd003,DMN,orig,frontal,fb,0.1828515802665037
rtbpd003,DMN,orig,all,fb,0.2263458972724065
rtbpd003,DMN,orig,epoc,fb,0.17510564333897957
rtbpd003,DMN,orig,epoc_afproxy,fb,0.15579971779883003
rtbpd003,PDA,orig,best,fb,0.14615608443865183
rtbpd003,PDA,orig,frontal,fb,0.2165993923191744
rtbpd003,PDA,orig,all,fb,0.16583633055436503
rtbpd003,PDA,orig,epoc,fb,0.19699082455061112
rtbpd003,PDA,orig,epoc_afproxy,fb,0.1940054142085631
rtbpd003,CEN,clean,best,fb,0.35229435708402845
rtbpd003,CEN,clean,frontal,fb,0.33664498688510336
rtbpd003,CEN,clean,all,fb,0.3685610952188161
rtbpd003,CEN,clean,epoc,fb,0.33357307104272466
rtbpd003,CEN,clean,epoc_afproxy,fb,0.3235700941900232
rtbpd003,DMN,clean,best,fb,0.31915431729391797
rtbpd003,DMN,clean,frontal,fb,0.20653311062562513
rtbpd003,DMN,clean,all,fb,0.21420641278510716
rtbpd003,DMN,clean,epoc,fb,0.1547447700198994
rtbpd003,DMN,clean,epoc_afproxy,fb,0.16753200050721542
rtbpd003,PDA,clean,best,fb,0.056605954466752255
rtbpd003,PDA,clean,frontal,fb,0.12870770891488612
rtbpd003,PDA,clean,all,fb,0.13403845530472644
rtbpd003,PDA,clean,epoc,fb,0.13834560700950768
rtbpd003,PDA,clean,epoc_afproxy,fb,0.15540039506827216
