subject,target,ttype,mode,window,r
rtbpd009,CEN,orig,best,fb,0.3806743435801446
rtbpd009,CEN,orig,frontal,fb,0.29020625810507905
rtbpd009,CEN,orig,all,fb,0.3713908008073469
rtbpd009,CEN,orig,epoc,fb,0.2911382101820334
rtbpd009,CEN,orig,epoc_afproxy,fb,0.2292312392462851
rtbpd009,DMN,orig,best,fb,0.41904540981030836
rtbpd009,DMN,orig,frontal,fb,0.388876177232106
rtbpd009,DMN,orig,all,fb,0.46800716208138116
rtbpd009,DMN,orig,epoc,fb,0.4477970093859382
rtbpd009,DMN,orig,epoc_afproxy,fb,0.4095452730046322
rtbpd009,PDA,orig,best,fb,0.11621088744986428
rtbpd009,PDA,orig,frontal,fb,0.1982163291457062
rtbpd009,PDA,orig,all,fb,0.2888686646230219
rtbpd009,PDA,orig,epoc,fb,0.38593094055542043
rtbpd009,PDA,orig,epoc_afproxy,fb,0.35221254427532794
rtbpd009,CEN,clean,best,fb,0.1520372544734292
rtbpd009,CEN,clean,frontal,fb,0.08499705223909375
rtbpd009,CEN,clean,all,fb,0.10452023665137221
rtbpd009,CEN,clean,epoc,fb,0.09453226195998872
rtbpd009,CEN,clean,epoc_afproxy,fb,0.060167948203951584
rtbpd009,DMN,clean,best,fb,0.23026102252001202
rtbpd009,DMN,clean,frontal,fb,0.16660472645366817
rtbpd009,DMN,clean,all,fb,0.23763889625478116
rtbpd009,DMN,clean,epoc,fb,0.23395849903769939
rtbpd009,DMN,clean,epoc_afproxy,fb,0.22054203947470255
rtbpd009,PDA,clean,best,fb,0.038213312226385625
rtbpd009,PDA,clean,frontal,fb,0.06824444436842854
rtbpd009,PDA,clean,all,fb,0.09192358199768093
rtbpd009,PDA,clean,epoc,fb,0.08231709608479819
rtbpd009,PDA,clean,epoc_afproxy,fb,0.04824211941392295
