subject,target,ttype,mode,window,r
rtbpd026,CEN,orig,best,fb,0.08677790710582468
rtbpd026,CEN,orig,frontal,fb,-0.20951042630022507
rtbpd026,CEN,orig,all,fb,-0.11529902391242808
rtbpd026,CEN,orig,epoc,fb,-0.09083711742944237
rtbpd026,CEN,orig,epoc_afproxy,fb,-0.1487243094149484
rtbpd026,DMN,orig,best,fb,0.1619491269016516
rtbpd026,DMN,orig,frontal,fb,-0.009081944927794815
rtbpd026,DMN,orig,all,fb,0.05070869975391699
rtbpd026,DMN,orig,epoc,fb,0.044023876663899945
rtbpd026,DMN,orig,epoc_afproxy,fb,0.03564497747619322
rtbpd026,PDA,orig,best,fb,-0.21491972991444927
rtbpd026,PDA,orig,frontal,fb,-0.1219647481818139
rtbpd026,PDA,orig,all,fb,-0.1691333206127544
rtbpd026,PDA,orig,epoc,fb,-0.16984050906936538
rtbpd026,PDA,orig,epoc_afproxy,fb,-0.1114842407652296
rtbpd026,CEN,clean,best,fb,-0.0498662838693282
rtbpd026,CEN,clean,frontal,fb,-0.1322897017109817
rtbpd026,CEN,clean,all,fb,-0.09769675271102136
rtbpd026,CEN,clean,epoc,fb,-0.1032229235462231
rtbpd026,CEN,clean,epoc_afproxy,fb,-0.1112451943840589
rtbpd026,DMN,clean,best,fb,0.05353620353552299
rtbpd026,DMN,clean,frontal,fb,-0.04483761471900087
rtbpd026,DMN,clean,all,fb,-0.003806362731593713
rtbpd026,DMN,clean,epoc,fb,0.016430082860042123
rtbpd026,DMN,clean,epoc_afproxy,fb,0.02188609293354099
rtbpd026,PDA,clean,best,fb,0.012080366617411997
rtbpd026,PDA,clean,frontal,fb,-0.08030907403390655
rtbpd026,PDA,clean,all,fb,-0.07500350034579086
rtbpd026,PDA,clean,epoc,fb,-0.10885781195804158
rtbpd026,PDA,clean,epoc_afproxy,fb,-0.10293796738350446
