subject,target,ttype,mode,window,r
dmnelf015,CEN,orig,best,fb,0.2790439990099902
dmnelf015,CEN,orig,frontal,fb,0.40214457206987453
dmnelf015,CEN,orig,all,fb,0.46859895632067816
dmnelf015,CEN,orig,epoc,fb,0.43481532540753054
dmnelf015,CEN,orig,epoc_afproxy,fb,0.4627011091712035
dmnelf015,DMN,orig,best,fb,0.13681436358576005
dmnelf015,DMN,orig,frontal,fb,0.11460287374613515
dmnelf015,DMN,orig,all,fb,0.1626309996546762
dmnelf015,DMN,orig,epoc,fb,0.11826521526145463
dmnelf015,DMN,orig,epoc_afproxy,fb,0.10648643088251515
dmnelf015,PDA,orig,best,fb,0.31424355263593445
dmnelf015,PDA,orig,frontal,fb,0.39581319416694205
dmnelf015,PDA,orig,all,fb,0.3689014392275348
dmnelf015,PDA,orig,epoc,fb,0.3225485803316152
dmnelf015,PDA,orig,epoc_afproxy,fb,0.307822954275458
dmnelf015,CEN,clean,best,fb,0.2207798263065911
dmnelf015,CEN,clean,frontal,fb,0.21357154979541648
dmnelf015,CEN,clean,all,fb,0.2758273054706795
dmnelf015,CEN,clean,epoc,fb,0.2696893316764187
dmnelf015,CEN,clean,epoc_afproxy,fb,0.2735258585205096
