subject,target,ttype,mode,window,r
dmnelf1002,CEN,orig,best,fb,0.2982868407575057
dmnelf1002,CEN,orig,frontal,fb,0.2607283990575532
dmnelf1002,CEN,orig,all,fb,0.394682443113097
dmnelf1002,CEN,orig,epoc,fb,0.43728447994085945
dmnelf1002,CEN,orig,epoc_afproxy,fb,0.3872034273741577
dmnelf1002,DMN,orig,best,fb,0.0805659927283027
dmnelf1002,DMN,orig,frontal,fb,0.26989923912456365
dmnelf1002,DMN,orig,all,fb,0.3540061761211756
dmnelf1002,DMN,orig,epoc,fb,0.40170975966673644
dmnelf1002,DMN,orig,epoc_afproxy,fb,0.3414278432348508
dmnelf1002,PDA,orig,best,fb,0.09351656063825536
dmnelf1002,PDA,orig,frontal,fb,0.15975717957795224
dmnelf1002,PDA,orig,all,fb,0.2366288811030016
dmnelf1002,PDA,orig,epoc,fb,0.20842097910877483
dmnelf1002,PDA,orig,epoc_afproxy,fb,0.23060845887361328
dmnelf1002,CEN,clean,best,fb,0.39309066116937585
dmnelf1002,CEN,clean,frontal,fb,0.35351704145235296
dmnelf1002,CEN,clean,all,fb,0.3721136162804704
dmnelf1002,CEN,clean,epoc,fb,0.31461276566717095
dmnelf1002,CEN,clean,epoc_afproxy,fb,0.32588528590616295
