subject,target,ttype,mode,window,r
dmnelf007,CEN,orig,best,fb,0.3307918801725417
dmnelf007,CEN,orig,frontal,fb,0.5315485080035295
dmnelf007,CEN,orig,all,fb,0.5449284544146823
dmnelf007,CEN,orig,epoc,fb,0.4815611652271588
dmnelf007,CEN,orig,epoc_afproxy,fb,0.5364855096895371
dmnelf007,DMN,orig,best,fb,0.005032250735785845
dmnelf007,DMN,orig,frontal,fb,0.2976377994361779
dmnelf007,DMN,orig,all,fb,0.3334175549021663
dmnelf007,DMN,orig,epoc,fb,0.2517524904356184
dmnelf007,DMN,orig,epoc_afproxy,fb,0.3119037311697255
dmnelf007,PDA,orig,best,fb,0.43535053472640844
dmnelf007,PDA,orig,frontal,fb,0.31402857482080215
dmnelf007,PDA,orig,all,fb,0.34335715319461363
dmnelf007,PDA,orig,epoc,fb,0.3440889727054134
dmnelf007,PDA,orig,epoc_afproxy,fb,0.31542033859252255
dmnelf007,CEN,clean,best,fb,0.31049525213930235
dmnelf007,CEN,clean,frontal,fb,0.32891400521340725
dmnelf007,CEN,clean,all,fb,0.2431738111287813
dmnelf007,CEN,clean,epoc,fb,0.23497952471225772
dmnelf007,CEN,clean,epoc_afproxy,fb,0.2864180902616107
dmnelf007,DMN,clean,best,fb,0.13876239202773089
dmnelf007,DMN,clean,frontal,fb,0.1213592689032831
dmnelf007,DMN,clean,all,fb,0.13153928272975987
dmnelf007,DMN,clean,epoc,fb,0.13480684334815293
dmnelf007,DMN,clean,epoc_afproxy,fb,0.13162614789068944
dmnelf007,PDA,clean,best,fb,-0.09686550014140345
dmnelf007,PDA,clean,frontal,fb,0.05937506799622651
dmnelf007,PDA,clean,all,fb,-0.006525173679883336
dmnelf007,PDA,clean,epoc,fb,-0.042506916573122534
dmnelf007,PDA,clean,epoc_afproxy,fb,-0.005464068870572265
