subject,target,ttype,mode,window,r
dmnelf010,CEN,orig,best,fb,0.1564539494954275
dmnelf010,CEN,orig,frontal,fb,0.13754817834101343
dmnelf010,CEN,orig,all,fb,0.2012074418422696
dmnelf010,CEN,orig,epoc,fb,0.14304742374732773
dmnelf010,CEN,orig,epoc_afproxy,fb,0.16901142877882194
dmnelf010,DMN,orig,best,fb,0.12350954218010678
dmnelf010,DMN,orig,frontal,fb,0.3055197657534208
dmnelf010,DMN,orig,all,fb,0.3090039860362981
dmnelf010,DMN,orig,epoc,fb,0.3525012415988237
dmnelf010,DMN,orig,epoc_afproxy,fb,0.3416508052450561
dmnelf010,PDA,orig,best,fb,0.26640009223241584
dmnelf010,PDA,orig,frontal,fb,0.3047893276941756
dmnelf010,PDA,orig,all,fb,0.21805605429271874
dmnelf010,PDA,orig,epoc,fb,0.22821217396934154
dmnelf010,PDA,orig,epoc_afproxy,fb,0.20894490704894006
dmnelf010,CEN,clean,best,fb,0.0918402738418743
dmnelf010,CEN,clean,frontal,fb,0.005777405290977886
dmnelf010,CEN,clean,all,fb,0.08273200232579657
dmnelf010,CEN,clean,epoc,fb,0.020994762288089892
dmnelf010,CEN,clean,epoc_afproxy,fb,0.06350916549280662
