subject,target,ttype,mode,window,r
dmnelf009,CEN,orig,best,fb,0.2556410489612653
dmnelf009,CEN,orig,frontal,fb,0.14474025770950694
dmnelf009,CEN,orig,all,fb,0.321125918365742
dmnelf009,CEN,orig,epoc,fb,0.22009146197186893
dmnelf009,CEN,orig,epoc_afproxy,fb,0.21724748456420195
dmnelf009,DMN,orig,best,fb,0.08128843456801421
dmnelf009,DMN,orig,frontal,fb,0.4241550029171567
dmnelf009,DMN,orig,all,fb,0.3710951974792355
dmnelf009,DMN,orig,epoc,fb,0.42125439936053033
dmnelf009,DMN,orig,epoc_afproxy,fb,0.46974350789687386
dmnelf009,PDA,orig,best,fb,0.05892732668796743
dmnelf009,PDA,orig,frontal,fb,0.10980753809253527
dmnelf009,PDA,orig,all,fb,0.16018018953626595
dmnelf009,PDA,orig,epoc,fb,0.10175056245514932
dmnelf009,PDA,orig,epoc_afproxy,fb,0.15928808588724358
dmnelf009,CEN,clean,best,fb,-0.06551134695633117
dmnelf009,CEN,clean,frontal,fb,-0.12938060870690285
dmnelf009,CEN,clean,all,fb,-0.13196529113473046
dmnelf009,CEN,clean,epoc,fb,-0.10674867711227597
dmnelf009,CEN,clean,epoc_afproxy,fb,-0.1248730216361919
