subject,target,ttype,mode,window,r
dmnelf011,CEN,orig,best,fb,0.08188106821233897
dmnelf011,CEN,orig,frontal,fb,0.24291542946533534
dmnelf011,CEN,orig,all,fb,0.3132365321958462
dmnelf011,CEN,orig,epoc,fb,0.23295787851294844
dmnelf011,CEN,orig,epoc_afproxy,fb,0.2246196706094181
dmnelf011,DMN,orig,best,fb,0.09533602213649572
dmnelf011,DMN,orig,frontal,fb,0.24747042496944066
dmnelf011,DMN,orig,all,fb,0.2648324096163752
dmnelf011,DMN,orig,epoc,fb,0.13256920782638865
dmnelf011,DMN,orig,epoc_afproxy,fb,0.14902028736038872
dmnelf011,PDA,orig,best,fb,-0.0774089992009354
dmnelf011,PDA,orig,frontal,fb,-0.015462615766952008
dmnelf011,PDA,orig,all,fb,-0.01836465932908761
dmnelf011,PDA,orig,epoc,fb,-0.07938666591876208
dmnelf011,PDA,orig,epoc_afproxy,fb,-0.07368244669788478
dmnelf011,CEN,clean,best,fb,0.08824310311675472
dmnelf011,CEN,clean,frontal,fb,0.19602352087462202
dmnelf011,CEN,clean,all,fb,0.183607081895448
dmnelf011,CEN,clean,epoc,fb,0.17648207915802622
dmnelf011,CEN,clean,epoc_afproxy,fb,0.18320104991425346
dmnelf011,DMN,clean,best,fb,0.06390173713923986
dmnelf011,DMN,clean,frontal,fb,0.1389020515314388
dmnelf011,DMN,clean,all,fb,0.1162214579736207
dmnelf011,DMN,clean,epoc,fb,0.1289827118256971
dmnelf011,DMN,clean,epoc_afproxy,fb,0.13268230481386573
dmnelf011,PDA,clean,best,fb,0.060543612124191945
dmnelf011,PDA,clean,frontal,fb,-0.05346752436128684
dmnelf011,PDA,clean,all,fb,-0.03560263071740484
dmnelf011,PDA,clean,epoc,fb,-0.04525676347916586
dmnelf011,PDA,clean,epoc_afproxy,fb,-0.0491156523424828
