subject,ctrl_parcel,ctrl_label,ctrl_r,ctrl_p,ctrl_neg_frac,DMN_ch,DMN_band,DMN_r,DMN_p,CEN_ch,CEN_band,CEN_r,CEN_p,PDA_ch,PDA_band,PDA_r,PDA_p
dmnelf008,43,Paracentral lobule superior,0.30460266599881164,0.0033222591362126247,0.734375,Oz,alpha,0.6940801362782134,0.0033222591362126247,O2,beta,0.0473690977312246,0.7774086378737541,F3,delta,-0.6226235527378435,0.0033222591362126247
