montage,n_ch,target,held_out,alpha,r
cap31,31,DMN,dmnelf003,2154.4346900318824,-0.0025968053169388595
cap31,31,DMN,dmnelf004,100000000.0,-0.020851601114374382
cap31,31,DMN,dmnelf005,100000000.0,0.10420368345778862
cap31,31,DMN,dmnelf006,100000000.0,0.04666884665545249
cap31,31,DMN,dmnelf007,100000000.0,0.062477851904103626
cap31,31,DMN,dmnelf008,100000000.0,-0.05795549338417244
cap31,31,DMN,dmnelf009,100000000.0,-0.044287470257638926
cap31,31,DMN,dmnelf010,1.0,0.06342658936864047
cap31,31,DMN,dmnelf011,2154434.6900318824,0.03813133277288801
cap31,31,DMN,dmnelf012,2.154434690031884,-0.08120806672513807
cap31,31,DMN,dmnelf013,1.0,-0.0022638195690660944
cap31,31,DMN,dmnelf014,10000.0,0.0268596392684738
cap31,31,DMN,dmnelf015,1.0,-0.04497658363831938
cap31,31,DMN,dmnelf016,1.0,-0.039590808077728336
cap31,31,DMN,dmnelf1001,4641.588833612777,-0.017439065651615168
cap31,31,DMN,dmnelf1002,100000000.0,-0.1384479530885124
cap31,31,DMN,dmnelf1003,1.0,0.007078229005374819
cap31,31,PDA,dmnelf001,464.15888336127773,0.04085877256430818
cap31,31,PDA,dmnelf002,1000.0,-0.11674647868117963
cap31,31,PDA,dmnelf003,1000.0,0.03977857028855299
cap31,31,PDA,dmnelf004,464.15888336127773,0.030578122953801582
cap31,31,PDA,dmnelf005,1000.0,0.15822619205027263
cap31,31,PDA,dmnelf006,2154.4346900318824,0.03991867405556758
cap31,31,PDA,dmnelf007,4641.588833612777,-0.05253331680531715
cap31,31,PDA,dmnelf008,2154.4346900318824,-0.06585293333601847
cap31,31,PDA,dmnelf009,1000.0,0.12302839363798668
cap31,31,PDA,dmnelf010,2154.4346900318824,0.16233313207394093
cap31,31,PDA,dmnelf011,2154.4346900318824,0.1251545686478806
cap31,31,PDA,dmnelf012,2154.4346900318824,0.0713057087164609
cap31,31,PDA,dmnelf013,2154.4346900318824,-0.030284322405898064
cap31,31,PDA,dmnelf014,1000.0,0.00880100087933559
cap31,31,PDA,dmnelf015,2154.4346900318824,-0.06305600813349709
cap31,31,PDA,dmnelf016,1000.0,-0.10697917940552841
cap31,31,PDA,dmnelf1001,1000.0,0.2656004173190536
cap31,31,PDA,dmnelf1002,1000.0,-0.040286090440952514
cap31,31,PDA,dmnelf1003,464.15888336127773,0.16547185203305018
