montage,n_ch,target,held_out,alpha,r
Fp2,1,PDA,dmnelf015,1.0,0.0069715516765719064
Fp2,1,PDA,dmnelf016,1.0,-0.011482549477398922
Fp2,1,PDA,dmnelf1001,100000000.0,-0.011339089558075144
Fp2,1,PDA,dmnelf1002,1.0,-0.13023466413667553
Fp2,1,PDA,dmnelf1003,1.0,-0.04132312892640612
F3,1,CEN,dmnelf001,1.0,-0.06464549071800856
F3,1,CEN,dmnelf002,1.0,0.06974995063088435
F3,1,CEN,dmnelf003,1.0,0.06287879133260678
F3,1,CEN,dmnelf004,1.0,0.08850927870478309
F3,1,CEN,dmnelf005,1.0,0.3015168778220259
F3,1,CEN,dmnelf006,215.44346900318823,0.042889453838150425
F3,1,CEN,dmnelf007,4641.588833612777,0.06422318685301567
F3,1,CEN,dmnelf008,2154.4346900318824,0.1012617465832935
F3,1,CEN,dmnelf009,46415.888336127726,0.00800829772707761
F3,1,CEN,dmnelf010,1.0,0.054446392284158124
F3,1,CEN,dmnelf011,10000.0,0.19690199320224455
F3,1,CEN,dmnelf012,1000.0,-0.01325293308653929
F3,1,CEN,dmnelf013,2154.4346900318824,0.025285725884628803
F3,1,CEN,dmnelf014,2154.4346900318824,0.07500887792737777
F3,1,CEN,dmnelf015,4641.588833612777,0.02962805383277504
F3,1,CEN,dmnelf016,10000.0,0.009888020804161603
F3,1,CEN,dmnelf1001,21544.346900318822,0.07966563653854625
F3,1,CEN,dmnelf1002,100000000.0,-0.2413745062498143
F3,1,CEN,dmnelf1003,1.0,0.06528518725246804
F3,1,DMN,dmnelf001,1.0,0.03362611737487868
F3,1,DMN,dmnelf002,1.0,-0.04064880855431843
F3,1,DMN,dmnelf003,1.0,-0.04000037777122608
F3,1,DMN,dmnelf004,215.44346900318823,-0.016118243271907917
F3,1,DMN,dmnelf005,1.0,0.06006662791377851
F3,1,DMN,dmnelf006,1.0,0.03984881396594583
F3,1,DMN,dmnelf007,1.0,0.10985857194107448
F3,1,DMN,dmnelf008,1.0,-0.06551498667449607
F3,1,DMN,dmnelf009,1.0,-0.09722173848339934
F3,1,DMN,dmnelf010,1.0,0.028208170616680853
F3,1,DMN,dmnelf011,1.0,-0.06272678233374832
F3,1,DMN,dmnelf012,2.154434690031884,0.05514327769895014
F3,1,DMN,dmnelf013,215.44346900318823,0.04813084395540383
F3,1,DMN,dmnelf014,464.15888336127773,0.023547164069846253
F3,1,DMN,dmnelf015,100000000.0,0.01608481872876629
F3,1,DMN,dmnelf016,100000000.0,0.06890711032181943
F3,1,DMN,dmnelf1001,100000000.0,0.02773185377641174
F3,1,DMN,dmnelf1002,100000000.0,-0.07328453161810299
F3,1,DMN,dmnelf1003,100000000.0,0.027779286656047845
F3,1,PDA,dmnelf001,21.544346900318832,0.03488640816803338
F3,1,PDA,dmnelf002,4.641588833612778,0.03148957033392619
F3,1,PDA,dmnelf003,1.0,0.003458107026087036
F3,1,PDA,dmnelf004,10.0,-0.03389851165924501
F3,1,PDA,dmnelf005,1.0,0.24916414323086208
F3,1,PDA,dmnelf006,46.41588833612777,0.03947284560247176
F3,1,PDA,dmnelf007,46.41588833612777,0.1050744718151108
F3,1,PDA,dmnelf008,21.544346900318832,0.03434461622941378
F3,1,PDA,dmnelf009,10.0,-0.0021513348431706487
F3,1,PDA,dmnelf010,1.0,0.10997410475991973
F3,1,PDA,dmnelf011,1.0,0.12474628984275758
F3,1,PDA,dmnelf012,464.15888336127773,0.055730813253668916
F3,1,PDA,dmnelf013,215.44346900318823,-0.08540989742997755
F3,1,PDA,dmnelf014,100.0,0.12029292989795222
F3,1,PDA,dmnelf015,100.0,-0.039372941550799616
F3,1,PDA,dmnelf016,215.44346900318823,0.021116160165066653
F3,1,PDA,dmnelf1001,100.0,0.18524167146420423
F3,1,PDA,dmnelf1002,215.44346900318823,-0.15539990931707115
F3,1,PDA,dmnelf1003,4.641588833612778,0.2304402417795925
F4,1,CEN,dmnelf001,100000000.0,0.020215710243765655
F4,1,CEN,dmnelf002,100000000.0,0.013269422009734038
F4,1,CEN,dmnelf003,100000000.0,0.037153841279537345
F4,1,CEN,dmnelf004,464158.8833612772,-0.0014138962340745915
F4,1,CEN,dmnelf005,100000000.0,0.23835509163444926
F4,1,CEN,dmnelf006,100000000.0,0.04782136536867283
F4,1,CEN,dmnelf007,100000.0,0.18938396732632726
F4,1,CEN,dmnelf008,100000000.0,0.12858103194898418
F4,1,CEN,dmnelf009,100000000.0,0.07438724110260346
F4,1,CEN,dmnelf010,100000000.0,0.022161477019442755
F4,1,CEN,dmnelf011,100000000.0,0.022183792947271592
F4,1,CEN,dmnelf012,100000000.0,0.02787600387210985
F4,1,CEN,dmnelf013,100000000.0,0.03316406799998807
F4,1,CEN,dmnelf014,100000000.0,0.1361107061895912
F4,1,CEN,dmnelf015,100000000.0,0.11623463576413781
F4,1,CEN,dmnelf016,100000000.0,0.05282639517532765
F4,1,CEN,dmnelf1001,100000000.0,0.06770916809459765
F4,1,CEN,dmnelf1002,100000000.0,-0.26505747012882397
F4,1,CEN,dmnelf1003,100000000.0,0.05371997443143805
F4,1,DMN,dmnelf001,1.0,0.0481533807026016
F4,1,DMN,dmnelf002,1.0,0.07412312159665858
F4,1,DMN,dmnelf003,1.0,0.08188864773392575
F4,1,DMN,dmnelf004,1.0,0.01755985143419669
F4,1,DMN,dmnelf005,1.0,-0.04289926415777535
F4,1,DMN,dmnelf006,1.0,0.006157188779742365
F4,1,DMN,dmnelf007,1.0,0.07694327943467416
