subject,run,n,CEN,DMN,PDA
rtbpd002,3,120,-0.059377274224398056,-0.08125120655871855,-0.06857257506734439
rtbpd002,4,120,-0.030663309586198097,-0.03770033115815064,0.05451558414819933
rtbpd002,5,120,0.017507711271628514,0.012344695601894915,0.16085358587897788
rtbpd003,1,120,-0.022146429398654733,0.02904220590061171,-0.20374240485032571
rtbpd003,2,120,0.2378459571329138,0.15400679709547166,0.09886487630671212
rtbpd003,3,120,0.45797243449518144,-0.013988388242190685,0.23267176972769982
rtbpd003,4,120,0.48203823723477907,0.0771595794344832,0.21311296031853816
rtbpd003,5,120,0.35967706420958967,-0.00154424026648103,0.014144650980233101
rtbpd009,1,120,0.04780833114120206,0.14887329766546276,0.008829627601409186
rtbpd009,2,120,0.021601284723849628,0.0967665743126066,-0.018127096597077647
rtbpd009,3,120,0.18235996548270797,0.28656723424551617,-0.045870546019570545
rtbpd009,4,120,-0.016812388734309913,-0.0014565096317446856,0.21551105485700772
rtbpd009,5,120,0.14332580139625828,-0.017379583272730766,-0.1729466843341876
rtbpd010,1,120,0.19578311186296798,0.03559328058039875,-0.2663157381041738
rtbpd010,2,120,0.16184452754782774,0.03202962868295183,0.16080197678179434
rtbpd010,3,120,0.18540022558941457,0.1714206215832488,0.11561254224192606
rtbpd010,4,120,0.1604865121811685,-0.12884319108064013,-0.02954886845196201
rtbpd010,5,120,0.00013580816239772812,-0.015410285106925064,-0.1412336686765594
rtbpd011,1,120,-0.1336679628723581,-0.1279230000671476,-0.16772188475983907
rtbpd011,2,120,0.024873181898454846,0.11135434235200416,0.006897582702623216
rtbpd011,4,120,0.04841488822652661,-0.046160039792633806,-0.29814651826158217
rtbpd011,5,120,0.07196083788552705,0.008799656150770116,0.020400783757404603
rtbpd015,1,120,-0.1598632812858922,-0.02723359611401408,-0.04055367836079889
rtbpd015,2,120,0.08735003908274616,0.008192774823675216,-0.02021529921332955
rtbpd015,3,120,0.2835125089861,0.18786900206956866,-0.012045111743988606
rtbpd015,4,120,0.2808687797524755,0.09219249720982496,-0.16133982037184752
rtbpd015,5,120,0.3697770957452251,0.10919762266667342,-0.06739332146435031
rtbpd022,1,120,0.3944867125293875,0.235966855376305,0.3343824847113405
rtbpd022,2,120,0.2178097190031749,0.20161116047041316,0.2925522536928313
rtbpd022,3,120,0.2180857600055194,0.03405450530609386,-0.06325820405921363
rtbpd022,4,120,0.006716048536112144,0.11918844402634154,-0.057031178013069755
rtbpd022,5,120,0.0904044735623539,0.0728986288088438,0.0991185849656391
rtbpd026,1,120,0.08168212372634447,0.045611963019963994,-0.02102421418246498
rtbpd026,2,120,0.19996889539380422,0.08709442641715921,0.06365701891527542
rtbpd026,3,120,-0.2713894730619021,0.18057949276842347,-0.07031975486249739
rtbpd026,4,120,0.026484854700043962,-0.2355804023996258,0.10256651690718559
rtbpd026,5,120,-0.024206562607364056,-0.18984471442030768,-0.048867181973817016
rtbpd027,1,120,0.17611094481865303,-0.13192447216052797,-0.04050743095721959
rtbpd027,2,120,-0.044880555555697886,-0.010678550502820397,-0.19883490646288882
rtbpd027,3,120,0.10353095961956968,-0.01454222130426988,0.11447598738242157
rtbpd027,4,120,-0.05182533614547324,-0.11153464971983267,0.08635285316801618
rtbpd027,5,120,0.03505882886829638,-0.09672718647412,-0.1972313077337895
rtbpd028,1,120,-0.10983792015926204,0.09111040287014206,0.04140700199699049
rtbpd028,2,120,-0.01287884222357247,0.03713506092617821,-0.018467683888787657
rtbpd028,3,120,0.0484590702982794,0.07624096710907062,-0.17942449797327414
rtbpd028,4,120,0.19970295631365872,0.04682248318951191,0.13332164390809872
rtbpd030,1,120,0.052497932231592936,-0.042104843554938286,0.1538449273983481
rtbpd030,2,120,0.25286426716145305,0.16658383116457687,0.03618183538779299
rtbpd030,3,120,0.164845229688696,0.3432668629093319,0.08457625747204119
rtbpd030,4,120,-0.006359604706986786,0.10821809084836474,0.12472214181209204
rtbpd030,5,120,-0.030178891238077744,-0.08990787774665002,0.08913094453972138
