subject,run,n,CEN,DMN,PDA
rtbpd004,1,120,0.004949209085636134,0.20081314474674555,0.05250049987844439
rtbpd004,2,120,0.07069687100806447,0.13790792357301296,-0.0967758828930061
rtbpd004,3,120,0.13978869857979795,0.1253265157755162,0.16497928970484543
rtbpd004,4,120,-0.006468453877749042,0.2389592066162416,0.17548229340045435
rtbpd012,1,120,0.04140856972172821,0.19739084952496613,-0.09151749698867986
rtbpd012,2,120,0.031785288780549766,0.15052927250969747,-0.15301328980378057
rtbpd012,3,120,0.14506959614627207,0.05229591125790443,-0.003272362358422416
rtbpd012,4,120,0.16529021500881547,0.1451719792897555,-0.04062096784597197
rtbpd012,5,120,-0.03487329309177351,0.012126117871651269,-0.07308869823976011
rtbpd013,1,120,-0.01120233032182712,0.10261275178228345,0.05271603084209846
rtbpd013,2,120,0.08158963866039422,0.03975640339622467,-0.14583662910547512
rtbpd013,3,120,0.07298045756435316,-0.07539595134143831,-0.08468287719028332
rtbpd013,4,120,0.11378000931986834,0.07418700394532522,0.03389055149955552
rtbpd013,5,120,0.011801376492591916,-0.026857754934461117,-0.032986732600946374
rtbpd018,1,120,-0.04845454894737411,0.0012641083619612057,-0.07588621495400524
rtbpd018,2,120,0.08909523205676168,0.1165828154894244,-0.09769876386980837
rtbpd018,3,120,0.32076845354787237,0.3069050521307836,-0.03927899421614141
rtbpd018,4,120,0.03927740475063084,0.046662510269864343,0.00700566995247818
rtbpd018,5,120,0.033429407288278305,-0.07660356416762647,0.04358529684602276
rtbpd020,1,120,0.11820601001856149,-0.014842468783476878,-0.11898361989660572
rtbpd020,2,120,0.15801181456280336,0.21347082905557216,-0.038060799136519524
rtbpd020,3,120,-0.08207518549165944,-0.020831430342227387,-0.08437989628933255
rtbpd020,4,120,0.07440110597823318,-0.008918542541983878,0.14319447178963768
rtbpd020,5,120,-0.06458242099549961,0.24968012200071882,0.05248242147902558
rtbpd021,1,120,-0.0309386456815362,-0.035518961304293585,-0.016854405273434674
rtbpd021,2,120,-0.009579872056506431,0.07039378731699966,-0.017693537388547478
rtbpd021,3,120,-0.0036078383427937213,0.18767406246735205,-0.10373813513336204
rtbpd021,4,120,-0.0824305493079642,-0.18593671659957225,0.02470400364234739
rtbpd021,5,120,0.12599708066253662,0.058928238412970874,0.11084205014369994
rtbpd024,1,120,0.18642920743067404,0.25815593864536585,0.12492829836011594
rtbpd024,2,120,-0.09672286176610731,0.010331111759905916,0.06554999155736527
rtbpd024,3,120,0.02781829735522489,0.11416543241437124,0.09042884365147286
rtbpd024,4,120,0.12403267939589263,-0.06522948958038564,0.042060351547234656
rtbpd024,5,120,-0.13620327264034326,-0.032838633421487254,-0.004752379121177301
rtbpd034,1,120,0.05488384636849385,0.1703569811726449,-0.1283227535071106
rtbpd034,2,120,0.14999989001381536,-0.006631751072912476,-0.10095445016916871
rtbpd034,3,120,0.17787560951071954,-0.07324073458638145,-0.030783180173758563
rtbpd034,4,120,-0.16995944397043236,-0.18467111251408275,0.05344579211197112
rtbpd034,5,120,-0.04672353057535797,0.0465195293079353,-0.05760720699268129
rtbpd038,1,120,0.02243210151702759,-0.07176348720770491,-0.0054894563151520245
rtbpd038,2,120,0.0614159132675047,0.09564452009036546,-0.0863066852209924
rtbpd038,3,120,0.08550282040609195,0.1721949066615448,0.00638842789630502
rtbpd038,4,120,0.23786528250924996,0.155776561840582,0.18633330110359458
rtbpd038,5,120,0.09584008740268697,0.12062090561832288,-0.1265695554765021
rtbpd040,1,120,0.060663315425088925,-0.036652864508846646,0.017059019702735535
rtbpd040,2,120,-0.1481934112916982,0.21472135122143488,0.12796866367758775
rtbpd040,3,120,-0.09643183703598072,-0.07541434964144278,-0.10677492839949572
rtbpd040,4,120,-0.07592116690964834,-0.054068018552765405,-0.05729500196029945
rtbpd040,5,120,-0.07987088363437968,-0.16254414427884017,-0.19049316220823362
