montage,n_ch,target,held_out,alpha,r
cap31,31,DMN,dmnelf007,100000000.0,0.11870325961272064
cap31,31,DMN,dmnelf008,1000000.0,0.0037739681086249983
cap31,31,DMN,dmnelf009,4641588.833612773,-0.026429453908875255
cap31,31,DMN,dmnelf010,464158.8833612772,0.22181163631994436
cap31,31,DMN,dmnelf011,1000000.0,0.26558777842441217
cap31,31,DMN,dmnelf012,1000000.0,0.06843673761238667
cap31,31,DMN,dmnelf013,1000000.0,-0.0005732696290042726
cap31,31,DMN,dmnelf014,10000000.0,-0.19644231039543902
cap31,31,DMN,dmnelf015,4641588.833612773,0.04526918294079658
cap31,31,DMN,dmnelf016,100000000.0,0.19765447504967945
cap31,31,DMN,dmnelf1001,100000000.0,0.11768429463568869
cap31,31,DMN,dmnelf1002,1000000.0,0.03371215965662144
cap31,31,DMN,dmnelf1003,100000000.0,0.15968214046698817
cap31,31,PDA,dmnelf001,1.0,0.04955584413835037
cap31,31,PDA,dmnelf002,1.0,-0.10834085405572025
cap31,31,PDA,dmnelf003,21.544346900318832,-0.14858620590131272
cap31,31,PDA,dmnelf004,10.0,-0.14056014410289216
cap31,31,PDA,dmnelf005,46.41588833612777,0.026155798256820254
cap31,31,PDA,dmnelf006,10.0,-0.08608498867535253
cap31,31,PDA,dmnelf007,10.0,-0.22423959129867932
cap31,31,PDA,dmnelf008,1.0,0.12007680821869747
cap31,31,PDA,dmnelf009,1.0,-0.1578163158843164
cap31,31,PDA,dmnelf010,1.0,0.23309078170762834
cap31,31,PDA,dmnelf011,21.544346900318832,0.2658263025384329
cap31,31,PDA,dmnelf012,4.641588833612778,0.03128303835040755
cap31,31,PDA,dmnelf013,1.0,0.19159002253460403
cap31,31,PDA,dmnelf014,1.0,0.20953963120438238
cap31,31,PDA,dmnelf015,1.0,0.16371157714468232
cap31,31,PDA,dmnelf016,2.154434690031884,-0.019833911855541893
cap31,31,PDA,dmnelf1001,1.0,0.12902574724347118
cap31,31,PDA,dmnelf1002,10.0,-0.054503707772800725
cap31,31,PDA,dmnelf1003,1.0,-0.03957198447987344
