microstate,parameter,n,mean_pre,mean_post,mean_diff,t,p,cohens_d,p_fdr,sig_fdr
DMN,duration_ms,15,15.577333333333332,16.133,0.5556666666666662,1.3264420191909483,0.2059255759663719,0.34248585666908543,0.8237023038654876,False
DMN,gev_pct,15,2.1203,2.4575666666666667,0.3372666666666667,1.3828347615948449,0.1883753421809966,0.3570464001475692,0.8237023038654876,False
DMN,occurrence_hz,15,4.922306666666667,4.958006666666667,0.03570000000000002,0.12479530832049948,0.9024598168559423,0.03222201005400762,0.96913296392385,False
DMN,coverage_pct,15,7.847733333333334,8.127466666666667,0.2797333333333331,0.5522726160731596,0.5894702890514802,0.14259617630784996,0.96913296392385,False
CEN,duration_ms,15,22.06543333333333,22.634733333333333,0.5692999999999999,0.3573849817458736,0.7261336976765516,0.09227640549909398,0.96913296392385,False
CEN,occurrence_hz,15,8.487626666666666,8.333223333333331,-0.15440333333333323,-0.29167169434355333,0.7748148124302235,-0.0753093076501788,0.96913296392385,False
CEN,coverage_pct,15,20.0803,19.98763333333333,-0.09266666666666706,-0.03939343973123115,0.96913296392385,-0.010171342401925588,0.96913296392385,False
CEN,gev_pct,15,22.61456666666667,22.3371,-0.2774666666666666,-0.05972239081756951,0.9532208826917079,-0.0154202550021425,0.96913296392385,False
