subject,run,condition,microstate,duration_ms,occurrence_hz,coverage_pct,gev_pct
sub-rtbpd038,04,post,DMN,16.419,6.5497,10.754,3.418
sub-rtbpd038,04,post,SOM,19.974,8.262,16.503,9.106
sub-rtbpd038,04,post,VIS,22.826,10.6374,24.281,21.882
sub-rtbpd038,04,post,SAL,23.427,10.181,23.851,13.997
sub-rtbpd040,01,pre,CEN,22.415,9.2415,20.715,22.413
sub-rtbpd040,01,pre,DANT,16.861,5.7868,9.757,3.8
sub-rtbpd040,01,pre,AUD,19.51,8.6185,16.815,13.384
sub-rtbpd040,01,pre,DMN,16.102,5.0971,8.207,2.624
sub-rtbpd040,01,pre,SOM,17.725,6.1932,10.977,6.808
sub-rtbpd040,01,pre,VIS,19.969,7.739,15.454,11.515
sub-rtbpd040,01,pre,SAL,20.543,8.7984,18.075,16.139
sub-rtbpd040,02,pre,CEN,24.534,10.7506,26.375,32.286
sub-rtbpd040,02,pre,DANT,15.572,4.8373,7.532,2.544
sub-rtbpd040,02,pre,AUD,18.596,9.1515,17.018,12.448
sub-rtbpd040,02,pre,DMN,14.293,4.5075,6.442,1.602
sub-rtbpd040,02,pre,SOM,16.691,6.02,10.048,4.643
sub-rtbpd040,02,pre,VIS,17.584,6.6796,11.745,7.388
sub-rtbpd040,02,pre,SAL,21.481,9.7012,20.839,18.794
sub-rtbpd040,03,post,CEN,22.636,9.1915,20.806,25.879
sub-rtbpd040,03,post,DANT,17.503,5.9433,10.403,3.978
sub-rtbpd040,03,post,AUD,18.612,8.2254,15.309,12.006
sub-rtbpd040,03,post,DMN,15.9,5.1804,8.237,2.423
sub-rtbpd040,03,post,SOM,17.855,6.2865,11.224,5.623
sub-rtbpd040,03,post,VIS,20.158,7.5658,15.251,10.88
sub-rtbpd040,03,post,SAL,21.406,8.7684,18.769,16.101
sub-rtbpd040,04,post,CEN,24.209,9.5413,23.098,24.398
sub-rtbpd040,04,post,DANT,15.645,5.1071,7.99,2.717
sub-rtbpd040,04,post,AUD,18.821,8.3387,15.694,12.885
sub-rtbpd040,04,post,DMN,14.695,4.4575,6.55,1.795
sub-rtbpd040,04,post,SOM,18.097,6.503,11.769,7.292
sub-rtbpd040,04,post,VIS,20.2,7.0361,14.213,10.78
sub-rtbpd040,04,post,SAL,22.168,9.3314,20.686,18.317
