subject,pearson_r,pearson_p,spearman_rho,spearman_p,rmse,mae,roc_auc,r2,n_timepoints
dmnelf001,0.123741984,0.013263306649470206,0.1147882174263589,0.021665911532646978,0.28281683,0.22856753,0.555175,-2.0503998e-05,400
dmnelf002,0.015037985,0.764302257874008,0.03699998124988281,0.4605530339730006,0.3232592,0.264585,0.519475,-0.029420137,400
dmnelf003,0.08289501,0.09781038719584535,0.07555040969006056,0.13144296964750554,0.44001055,0.22796854,0.536125,-0.06451082,400
dmnelf004,-0.224851,5.592752423527822e-06,-0.1696201226257664,0.0006580105959798797,0.5691641,0.46920106,0.4289,-0.060649157,400
dmnelf005,-0.021641424,0.6660877831191241,-0.024445840286501788,0.6259326710390529,0.35329035,0.2812578,0.471725,-0.27736247,400
dmnelf006,-0.2093172,2.4421337772429952e-05,-0.19426621416383852,9.211202428331997e-05,0.45574534,0.37392128,0.366675,-0.39657593,400
dmnelf007,0.12899396,0.009805775595430917,0.11368139800873754,0.022972679837038535,0.38134024,0.30412325,0.5277500000000002,0.011890829,400
dmnelf008,0.19790846,6.740398500769747e-05,0.26611235070219186,6.541637922663591e-08,0.48466516,0.3403286,0.6147,-0.00019586086,400
dmnelf009,0.05434684,0.27821587014470517,0.08700710629441433,0.08221194444588878,0.43070668,0.34023625,0.57575,-0.24151206,400
dmnelf010,-0.121502,0.015038500062058905,-0.11506646916543227,0.021347714442095184,0.3631511,0.2913735,0.4645250000000001,-0.094043136,400
dmnelf011,-0.19915389,6.049760786085361e-05,-0.1704425027656423,0.0006187411241834092,0.2926458,0.22151953,0.4257,-0.35304177,400
dmnelf012,-0.11132819,0.025979219363393515,-0.11971256070350439,0.016603218112809487,0.39208212,0.3146507,0.4076000000000001,-0.16878629,400
dmnelf013,-0.06782782,0.17577764956399972,-0.11304539403371269,0.023754010208586016,0.19403712,0.13710153,0.421825,-0.51153636,400
dmnelf014,-0.022200365,0.6580030261210584,0.01529934562091013,0.7603302186310322,0.44665855,0.35217762,0.500575,-0.13573039,400
dmnelf015,0.05940789,0.23582458568221418,-0.0071599197494984345,0.8864859800304274,0.5476785,0.42592487,0.48482500000000006,-0.028637528,400
dmnelf016,-0.072448425,0.1480835193379969,-0.03348283426771417,0.5042943076706744,0.38073376,0.30763176,0.4872,-0.28748095,400
dmnelf1001,-0.17057246,0.0006127353643796707,-0.09055950349689684,0.07041356402987285,0.40491724,0.31526977,0.483425,-0.25717735,400
dmnelf1002,-0.24939403,4.3646800440163677e-07,-0.2408270676691729,1.0970598682263689e-06,0.3846403,0.29708827,0.37517500000000004,-0.7448225,400
dmnelf1003,-0.027638743,0.6063271950757911,-0.06896900616098324,0.19802131184428576,0.34854764,0.28928807,0.44897959183673464,-0.21094036,350
