subject,target,ttype,mode,window,r
dmnelf002,CEN,orig,best,fb,0.13072843519475424
dmnelf002,CEN,orig,frontal,fb,0.007606644871378462
dmnelf002,CEN,orig,all,fb,0.13920362334126135
dmnelf002,CEN,orig,epoc,fb,0.11612122278961272
dmnelf002,CEN,orig,epoc_afproxy,fb,0.09622971509170489
dmnelf002,DMN,orig,best,fb,0.06748214102957618
dmnelf002,DMN,orig,frontal,fb,0.16310989183286664
dmnelf002,DMN,orig,all,fb,0.23726516333809639
dmnelf002,DMN,orig,epoc,fb,0.190058841309135
dmnelf002,DMN,orig,epoc_afproxy,fb,0.19406448001370846
dmnelf002,PDA,orig,best,fb,0.08181225989917072
dmnelf002,PDA,orig,frontal,fb,0.05708969068103985
dmnelf002,PDA,orig,all,fb,0.10734234154563688
dmnelf002,PDA,orig,epoc,fb,0.10020640072951242
dmnelf002,PDA,orig,epoc_afproxy,fb,0.09254718993503568
dmnelf002,CEN,clean,best,fb,-0.14560223278444398
dmnelf002,CEN,clean,frontal,fb,-0.19165822230216603
dmnelf002,CEN,clean,all,fb,-0.14591677274047127
dmnelf002,CEN,clean,epoc,fb,-0.1565397839033628
dmnelf002,CEN,clean,epoc_afproxy,fb,-0.16579937977680487
dmnelf002,DMN,clean,best,fb,-0.047452491290453286
dmnelf002,DMN,clean,frontal,fb,-0.010280343368318574
dmnelf002,DMN,clean,all,fb,-0.010761779479282857
dmnelf002,DMN,clean,epoc,fb,-0.014679073217779871
dmnelf002,DMN,clean,epoc_afproxy,fb,-0.01625946771359579
dmnelf002,PDA,clean,best,fb,-0.10699600886610483
dmnelf002,PDA,clean,frontal,fb,-0.19366475194101884
dmnelf002,PDA,clean,all,fb,-0.1429073402544065
dmnelf002,PDA,clean,epoc,fb,-0.15653914585836165
dmnelf002,PDA,clean,epoc_afproxy,fb,-0.15846935153724123
