subject,target,ttype,mode,window,r
dmnelf003,CEN,orig,best,fb,0.0556305905640711
dmnelf003,CEN,orig,frontal,fb,0.17944730929222588
dmnelf003,CEN,orig,all,fb,0.05856390488093506
dmnelf003,CEN,orig,epoc,fb,0.12875231551938093
dmnelf003,CEN,orig,epoc_afproxy,fb,0.16699728369860856
dmnelf003,DMN,orig,best,fb,-0.00514418657412698
dmnelf003,DMN,orig,frontal,fb,0.006219562777913848
dmnelf003,DMN,orig,all,fb,-0.00984338283671256
dmnelf003,DMN,orig,epoc,fb,-0.06612828833648504
dmnelf003,DMN,orig,epoc_afproxy,fb,-0.06539928693283162
dmnelf003,PDA,orig,best,fb,0.14816969914015068
dmnelf003,PDA,orig,frontal,fb,0.20721172683964584
dmnelf003,PDA,orig,all,fb,0.09256544530149594
dmnelf003,PDA,orig,epoc,fb,0.1523781212696702
dmnelf003,PDA,orig,epoc_afproxy,fb,0.17720405323517882
dmnelf003,CEN,clean,best,fb,-0.16115744425405046
dmnelf003,CEN,clean,frontal,fb,-0.1463554793161175
dmnelf003,CEN,clean,all,fb,-0.13629977896511575
dmnelf003,CEN,clean,epoc,fb,-0.13111446089608378
dmnelf003,CEN,clean,epoc_afproxy,fb,-0.12883456147233388
dmnelf003,DMN,clean,best,fb,0.0013130549811656872
dmnelf003,DMN,clean,frontal,fb,-0.012028899719430537
dmnelf003,DMN,clean,all,fb,-0.016551242592418115
dmnelf003,DMN,clean,epoc,fb,-0.02075532378447374
dmnelf003,DMN,clean,epoc_afproxy,fb,-0.0164647112134118
dmnelf003,PDA,clean,best,fb,-0.14236581547527424
dmnelf003,PDA,clean,frontal,fb,-0.15046929058176672
dmnelf003,PDA,clean,all,fb,-0.15046598879816536
dmnelf003,PDA,clean,epoc,fb,-0.14016817766816758
dmnelf003,PDA,clean,epoc_afproxy,fb,-0.1400965493472756
