epoch	train_total	val_total	val_pda	lr
5	5.452569	4.197711	0.112662	1.00e-04
10	5.225629	4.039154	0.107550	1.00e-04
15	5.041649	4.029118	0.111480	1.00e-04
20	4.865787	4.064926	0.114983	1.00e-04
25	4.675342	4.081497	0.118948	1.00e-04
30	4.533904	4.050405	0.117367	1.00e-04
35	4.442585	4.173252	0.129929	1.00e-04
40	4.363975	4.111996	0.123626	1.00e-04
45	4.287544	4.077763	0.123037	1.00e-04
50	4.225943	4.076424	0.122775	1.00e-04
55	4.157545	4.123575	0.128152	1.00e-04
60	4.075699	3.978843	0.112570	1.00e-04
65	4.055595	3.959380	0.113932	1.00e-04
70	3.974562	3.961832	0.115329	1.00e-04
75	3.945750	3.972406	0.115689	1.00e-04
80	3.918374	3.953796	0.113696	1.00e-04
85	3.853191	3.971326	0.116763	1.00e-04
90	3.828515	3.952311	0.115781	1.00e-04
95	3.803757	3.924041	0.113813	1.00e-04
100	3.780587	3.951986	0.116288	1.00e-04
105	3.736680	3.915375	0.113100	1.00e-04
110	3.689877	3.951627	0.118001	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.425658	4.147090	0.108434	1.00e-04
10	5.176751	4.020610	0.107222	1.00e-04
15	4.992502	4.028461	0.114436	1.00e-04
20	4.787240	4.058785	0.118813	1.00e-04
25	4.586567	4.046221	0.117387	1.00e-04
30	4.468501	4.013435	0.118176	1.00e-04
35	4.344338	4.030125	0.117883	1.00e-04
40	4.268386	4.100245	0.126906	1.00e-04
45	4.201447	4.030424	0.122946	1.00e-04
50	4.082681	4.080013	0.126800	1.00e-04
55	4.068606	4.060734	0.123468	1.00e-04
60	3.992952	4.025927	0.123035	1.00e-04
65	3.941824	3.976658	0.120524	1.00e-04
70	3.877940	3.956379	0.118243	1.00e-04
75	3.848870	3.929315	0.114412	1.00e-04
80	3.797072	3.942720	0.118180	1.00e-04
85	3.770650	3.945603	0.117226	1.00e-04
90	3.720182	3.936801	0.118418	1.00e-04
95	3.706313	3.938555	0.117673	1.00e-04
100	3.674984	4.012334	0.126626	1.00e-04
105	3.647382	3.969284	0.122071	1.00e-04
110	3.618063	3.932861	0.119414	1.00e-04
115	3.582193	3.946586	0.120729	1.00e-04
120	3.569850	3.910840	0.117090	1.00e-04
125	3.542021	3.950628	0.121171	1.00e-04
130	3.516913	3.983523	0.124288	1.00e-04
135	3.507338	3.952980	0.122509	1.00e-04
140	3.451930	3.926911	0.119542	1.00e-04
145	3.455428	3.945145	0.121287	1.00e-04
150	3.439772	3.928125	0.120421	1.00e-04
155	3.413051	3.938503	0.120803	1.00e-04
160	3.398170	3.904647	0.117299	1.00e-04
165	3.390480	3.945288	0.122541	1.00e-04
170	3.379100	3.914407	0.120557	1.00e-04
175	3.346390	3.945545	0.122120	1.00e-04
180	3.343380	3.927864	0.121482	1.00e-04
185	3.322486	3.934370	0.122451	1.00e-04
190	3.317131	3.925524	0.120940	1.00e-04
195	3.293117	3.947506	0.124230	1.00e-04
200	3.296526	3.934115	0.122412	1.00e-04
205	3.287730	3.943656	0.124162	1.00e-04
210	3.279862	3.952745	0.125100	1.00e-04
215	3.263998	3.889441	0.118627	1.00e-04
220	3.235883	3.907766	0.119900	1.00e-04
225	3.233273	3.904873	0.121137	1.00e-04
230	3.215685	3.940936	0.123790	1.00e-04
235	3.198905	3.896724	0.120267	1.00e-04
240	3.189122	3.871472	0.118211	1.00e-04
245	3.178750	3.903107	0.120093	1.00e-04
250	3.178512	3.913104	0.122663	1.00e-04
255	3.165926	3.857259	0.116830	1.00e-04
260	3.178191	3.907727	0.122305	1.00e-04
265	3.170038	3.885846	0.119760	1.00e-04
270	3.160055	3.891789	0.121722	1.00e-04
275	3.129520	3.891558	0.121263	1.00e-04
280	3.121584	3.925914	0.124073	1.00e-04
285	3.117085	3.909290	0.121936	1.00e-04
290	3.115581	3.884329	0.120605	1.00e-04
295	3.104807	3.906754	0.122981	1.00e-04
300	3.104742	3.879449	0.119943	1.00e-04
305	3.090608	3.906083	0.123224	1.00e-04
310	3.080471	3.858606	0.118979	1.00e-04
315	3.080624	3.918970	0.124766	1.00e-04
320	3.070381	3.859449	0.119299	1.00e-04
325	3.075115	3.862627	0.119000	1.00e-04
330	3.047954	3.900219	0.123277	1.00e-04
335	3.047507	3.904836	0.123835	1.00e-04
340	3.051825	3.874723	0.120711	1.00e-04
345	3.041127	3.873526	0.120137	1.00e-04
350	3.032400	3.837039	0.117832	1.00e-04
355	3.025481	3.845304	0.117871	1.00e-04
360	3.001725	3.866757	0.119360	1.00e-04
365	3.011636	3.847559	0.118983	1.00e-04
370	3.003440	3.874645	0.121460	1.00e-04
375	2.989840	3.861782	0.120592	1.00e-04
380	2.990797	3.843580	0.118450	1.00e-04
385	3.007549	3.864576	0.120813	1.00e-04
390	2.988048	3.892026	0.123106	1.00e-04
395	2.970988	3.893604	0.123241	1.00e-04
400	2.979496	3.883437	0.123210	1.00e-04
405	2.982384	3.856116	0.120223	1.00e-04
410	2.976966	3.861785	0.120705	1.00e-04
415	2.962382	3.889182	0.123170	1.00e-04
420	2.960265	3.875287	0.123136	1.00e-04
425	2.946972	3.890723	0.124523	1.00e-04
430	2.951691	3.834050	0.119522	1.00e-04
435	2.944158	3.845737	0.120187	1.00e-04
440	2.928086	3.875925	0.123013	1.00e-04
445	2.942554	3.854241	0.121699	1.00e-04
450	2.949602	3.843214	0.120811	1.00e-04
455	2.932412	3.836091	0.119816	1.00e-04
460	2.923689	3.843524	0.120338	1.00e-04
465	2.926558	3.873737	0.123298	1.00e-04
470	2.938754	3.812457	0.118173	1.00e-04
475	2.922082	3.865680	0.122335	1.00e-04
480	2.912537	3.840355	0.120243	1.00e-04
485	2.896463	3.823859	0.118689	1.00e-04
490	2.908007	3.803037	0.118285	1.00e-04
495	2.901686	3.850042	0.122375	1.00e-04
500	2.905422	3.822787	0.119530	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.460587	4.128756	0.106306	1.00e-04
10	5.220619	4.035501	0.107080	1.00e-04
15	5.020419	4.063029	0.112187	1.00e-04
20	4.786131	4.090894	0.115946	1.00e-04
25	4.596420	4.081832	0.117914	1.00e-04
30	4.476428	4.104106	0.119528	1.00e-04
35	4.377941	4.110248	0.119645	1.00e-04
40	4.300054	4.095295	0.120110	1.00e-04
45	4.195663	4.096586	0.124887	1.00e-04
50	4.118416	4.113684	0.126771	1.00e-04
55	4.056225	4.128283	0.127660	1.00e-04
60	4.016903	3.975820	0.115559	1.00e-04
65	3.946559	4.049030	0.122139	1.00e-04
70	3.908778	4.018940	0.119976	1.00e-04
75	3.877704	4.047384	0.123678	1.00e-04
80	3.832120	3.993346	0.118992	1.00e-04
85	3.783619	4.020675	0.123556	1.00e-04
90	3.749516	4.019702	0.123242	1.00e-04
95	3.712595	3.974109	0.117858	1.00e-04
100	3.698690	3.966869	0.119335	1.00e-04
105	3.668419	3.995884	0.122358	1.00e-04
110	3.653705	3.988925	0.122993	1.00e-04
115	3.617287	3.975949	0.119467	1.00e-04
120	3.588069	3.976945	0.120973	1.00e-04
125	3.572516	3.961721	0.120810	1.00e-04
130	3.545523	4.023634	0.127770	1.00e-04
135	3.524293	3.920858	0.116813	1.00e-04
140	3.507241	3.932251	0.119653	1.00e-04
145	3.484763	3.925693	0.118756	1.00e-04
150	3.466090	3.981929	0.124119	1.00e-04
155	3.441869	3.961649	0.122332	1.00e-04
160	3.439947	3.929735	0.118338	1.00e-04
165	3.417659	3.877972	0.114198	1.00e-04
170	3.414822	3.873656	0.113154	1.00e-04
175	3.405299	3.940451	0.120393	1.00e-04
180	3.362673	3.907906	0.118320	1.00e-04
185	3.376039	3.921064	0.120646	1.00e-04
190	3.345343	3.958361	0.123766	1.00e-04
195	3.336927	3.891946	0.116270	1.00e-04
200	3.310373	3.909469	0.119055	1.00e-04
205	3.309790	3.915722	0.121042	1.00e-04
