epoch	train_total	val_total	val_pda	lr
5	5.425556	4.720304	0.157466	1.00e-04
10	5.174429	4.672661	0.162600	1.00e-04
15	4.997968	4.667829	0.168655	1.00e-04
20	4.797941	4.926818	0.193400	1.00e-04
25	4.658412	4.749431	0.177532	1.00e-04
30	4.501172	4.921124	0.194199	1.00e-04
35	4.378494	4.788286	0.183235	1.00e-04
40	4.274933	4.973732	0.201750	1.00e-04
45	4.204277	4.980253	0.204279	1.00e-04
50	4.140422	5.008101	0.209249	1.00e-04
55	4.069546	4.964059	0.203005	1.00e-04
60	4.012071	4.957091	0.203934	1.00e-04
65	3.968446	4.819446	0.191160	1.00e-04
70	3.927241	4.910770	0.202388	1.00e-04
75	3.862328	4.758317	0.187942	1.00e-04
80	3.839326	4.913326	0.202941	1.00e-04
85	3.781874	4.842392	0.197184	1.00e-04
90	3.737973	4.837786	0.198262	1.00e-04
95	3.728439	4.877100	0.202000	1.00e-04
100	3.693068	5.017484	0.217473	1.00e-04
105	3.640137	4.873969	0.202963	1.00e-04
epoch	train_total	val_total	val_pda	lr
5	5.421928	4.757688	0.161640	1.00e-04
10	5.151305	4.651723	0.160532	1.00e-04
15	4.970533	4.796739	0.177570	1.00e-04
20	4.789872	4.783982	0.178597	1.00e-04
25	4.585543	4.820184	0.180790	1.00e-04
30	4.476949	4.776754	0.176725	1.00e-04
35	4.332267	4.691573	0.170433	1.00e-04
40	4.256274	4.732579	0.174603	1.00e-04
45	4.180068	4.749796	0.177962	1.00e-04
50	4.096783	4.778135	0.181647	1.00e-04
55	4.020651	4.813642	0.184997	1.00e-04
60	4.000386	4.745296	0.180193	1.00e-04
65	3.923008	4.731820	0.179902	1.00e-04
70	3.896133	4.839759	0.191743	1.00e-04
75	3.831849	4.778556	0.188573	1.00e-04
80	3.804141	4.855359	0.196820	1.00e-04
85	3.754105	4.797679	0.190992	1.00e-04
90	3.719912	4.720552	0.183888	1.00e-04
95	3.684381	4.756274	0.187500	1.00e-04
100	3.668044	4.716955	0.184889	1.00e-04
