subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r
dmnelf011,GSR_DMN,ridge,-0.18976444302436352,0.9781021897810219,155,500,4,loro,10000,1.0,-0.13163513553157505,-0.3220378192475998,-0.39720129373941593,0.09181647642113663
