subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r,fold3_r
dmnelf010,PDA,ridge,-0.11104512281670276,0.8545145485451455,155,500,4,loro,10000,1.0,-0.08703406609422139,0.11442458409741647,-0.30690944526975555,-0.16466156400025053
