target,model,mean_subject_r,t_stat,n_subjects,p_right_tailed,p_two_tailed
PDA,ridge,0.05898156198797569,1.2523910096564674,16,0.11778822117788221,0.23557644235576441
PDA,elasticnet,0.1056590811222205,2.0671006133582015,16,0.027597240275972403,0.055194480551944806
GSR_DMN,ridge,0.0725192069265041,1.8261131870132457,16,0.0438956104389561,0.0877912208779122
GSR_DMN,elasticnet,0.11168439600418935,2.7024907630400334,16,0.008999100089991,0.017998200179982
GSR_CEN,ridge,0.09440942045722939,2.6372832612676325,16,0.0100989901009899,0.0201979802019798
GSR_CEN,elasticnet,0.1961050582939309,3.9942055017653275,14,0.0006999300069993001,0.0013998600139986002
RAW_DMN,ridge,0.10245750598099002,2.470733975881785,14,0.009499050094990502,0.018998100189981004
RAW_DMN,elasticnet,0.16247342402361592,3.10151973359897,11,0.0016998300169983002,0.0033996600339966003
