subject,target,model,mean_cv_r,p_circ_shift,n_features,n_trs,cv_folds,cv_type,n_shuffles,alpha,fold0_r,fold1_r,fold2_r
dmnelf1003,GSR_DMN,elasticnet,0.16382296982484457,0.09049095090490951,155,414,3,loro,10000,1.0,0.24600360353246686,0.16086265544658346,0.08460265049548336
